title,author,description,target,isbn13
the insider threat,Brad Taylor,eighth pike logan thriller logan taskforce must defeat unanticipated threat isis,the insider threat eighth pike logan thriller logan taskforce must defeat unanticipated threat isis,9780525954903
all the single ladies,Dorothea Benton Frank,three friends south carolina’s lowcountry grapple challenges unmarried,all the single ladies three friends south carolina’s lowcountry grapple challenges unmarried,9780062132567
memory man,David Baldacci,police detective uses extraordinary memory tackling case familys murder,memory man police detective uses extraordinary memory tackling case familys murder,9781455559824
modern romance,Aziz Ansari with Eric Klinenberg,comedian enlists sociologist help understand today’s dating scene,modern romance comedian enlists sociologist help understand today’s dating scene,9781594206276
down the rabbit hole,Holly Madison,life inside playboy mansion former bunny girlfriend hugh hefner,down the rabbit hole life inside playboy mansion former bunny girlfriend hugh hefner,9780062372109
dead wake,Erik Larson,last voyage lusitania passenger liner sunk german torpedo 1915,dead wake last voyage lusitania passenger liner sunk german torpedo 1915,9780307408860
the road to character,David Brooks,times columnist extols personal virtues like kindness honesty materialistic age,the road to character times columnist extols personal virtues like kindness honesty materialistic age,9780812993257
sick in the head,Judd Apatow,thirty years’ worth filmmaker’s interviews comedians,sick in the head thirty years’ worth filmmaker’s interviews comedians,9780812997576
ally,Michael B Oren,memoir former israeli ambassador united states knesset member,ally memoir former israeli ambassador united states knesset member,9780812996418
the quartet,Joseph J Ellis,washington hamilton jay madison created constitution,the quartet washington hamilton jay madison created constitution,9780385353403
the oregon trail,Rinker Buck,author brother travel 2000 miles mule wagon missouri oregon,the oregon trail author brother travel 2000 miles mule wagon missouri oregon,9781451659160
"adios, america!",Ann Coulter,political commentator denounces immigrants liberal supporters,"adios, america! political commentator denounces immigrants liberal supporters",9781621572671
it's a long story,Willie Nelson with David Ritz,country music star discusses life’s journey selling encyclopedias professional fame,it's a long story country music star discusses life’s journey selling encyclopedias professional fame,9780316403559
elon musk,Ashlee Vance,musk’s life difficult south african childhood involvement internet startups like rocket company spacex electriccar company tesla,elon musk musk’s life difficult south african childhood involvement internet startups like rocket company spacex electriccar company tesla,9780062301239
primates of park avenue,Wednesday Martin,memoir life among wealthy women upper east side,primates of park avenue memoir life among wealthy women upper east side,9781476762623
life is short (no pun intended),Jennifer Arnold and Bill Klein,stars tlcs little couple discuss lives relationship,life is short (no pun intended) stars tlcs little couple discuss lives relationship,9781476794709
bill o'reilly's legends and lies,David Fisher,stories american west companion volume fox news series,bill o'reilly's legends and lies stories american west companion volume fox news series,9781627795074
yes please,Amy Poehler,humorous miscellany comedian actress “snl” “parks recreation” alumna originally published 2014,yes please humorous miscellany comedian actress “snl” “parks recreation” alumna originally published 2014,9780062268341
yes please,Amy Poehler,humorous miscellany comedian actress “snl” “parks recreation” alumna originally published 2014,yes please humorous miscellany comedian actress “snl” “parks recreation” alumna originally published 2014,9780062268341
and the good news is ...,Dana Perino,fox news contributor former press secretary president george w bush reviews life career shares lessons learned,and the good news is ... fox news contributor former press secretary president george w bush reviews life career shares lessons learned,9781455584901
blackout,Sarah Hepola,memoir drinking recovery,blackout memoir drinking recovery,9781455554591
orange is the new black,Piper Kerman,memoir year women’s prison basis netflix series originally published 2010,orange is the new black memoir year women’s prison basis netflix series originally published 2010,9780385523394
american sniper,Chris Kyle with Scott McEwen and Jim DeFelice,memoir recounts battlefield experiences iraq navy seals sniper 2014 movie,american sniper memoir recounts battlefield experiences iraq navy seals sniper 2014 movie,9780062376336
wild,Cheryl Strayed,woman’s account lifechanging 1100mile solo hike took along pacific crest trail 1995 2014 movie,wild woman’s account lifechanging 1100mile solo hike took along pacific crest trail 1995 2014 movie,9780307476074
bossypants,Tina Fey,memoir former “saturday night live” star film actress creator “30 rock” unbreakable kimmy schmidt originally published 2011,bossypants memoir former “saturday night live” star film actress creator “30 rock” unbreakable kimmy schmidt originally published 2011,9780316056892
a work in progress,Connor Franta,young man charts course smalltown kid internet sensation,a work in progress young man charts course smalltown kid internet sensation,9781476791616
freakonomics,Steven D Levitt and Stephen J Dubner,apply economic theory almost everything,freakonomics apply economic theory almost everything,9780060731335
a long way gone,Ishmael Beah,former child soldiers killing spree return humanity,a long way gone former child soldiers killing spree return humanity,9780374531263
