genre,title,author,description,isbn13,weeks,rating,target
Hardcover Fiction,abraham lincoln: vampire hunter,Seth Grahame-Smith,lincoln fights undead author “pride prejudice zombies,9780446563086,4,,abraham lincoln: vampire hunter Seth Grahame-Smith lincoln fights undead author “pride prejudice zombies
Hardcover Fiction,matterhorn,Karl Marlantes,marines vietnam 1969,9780802119285,1,,matterhorn Karl Marlantes marines vietnam 1969
Hardcover Fiction,think twice,Lisa Scottoline,woman takes twin sister’s life,9780312380755,2,,think twice Lisa Scottoline woman takes twin sister’s life
Hardcover Fiction,shattered,Karen Robards,investigating cold case family disappeared 1981 woman discovers resembles missing girl,9780399156274,1,,shattered Karen Robards investigating cold case family disappeared 1981 woman discovers resembles missing girl
Hardcover Fiction,angelology,Danielle Trussoni,nun drawn ancient struggle nephilim hybrid offspring humans heavenly beings,9780670021475,3,,angelology Danielle Trussoni nun drawn ancient struggle nephilim hybrid offspring humans heavenly beings
Hardcover Fiction,worst case,James Patterson and Michael Ledwidge,new york detective raising 10 children alone investigates string kidnappings killings teenagers villain unusual motives,9780316036221,8,,worst case James Patterson and Michael Ledwidge new york detective raising 10 children alone investigates string kidnappings killings teenagers villain unusual motives
Hardcover Fiction,the mapping of love and death,Jacqueline Winspear,1932 psychologist maisie dobbs searches nurse wrote love letters young cartographer killed world war,9780061727665,1,,the mapping of love and death Jacqueline Winspear 1932 psychologist maisie dobbs searches nurse wrote love letters young cartographer killed world war
Hardcover Fiction,split image,Robert B Parker,jesse stone police chief paradise mass copes divorce bottle murder mob soldier,9780399156236,5,,split image Robert B Parker jesse stone police chief paradise mass copes divorce bottle murder mob soldier
Hardcover Fiction,the lost symbol,Dan Brown,robert langdon among masons,9780385504225,28,,the lost symbol Dan Brown robert langdon among masons
Hardcover Fiction,deep shadow,Randy Wayne White,murderers want doc ford help dive remains wrecked plane supposedly laden cuban gold,9780399156267,3,,deep shadow Randy Wayne White murderers want doc ford help dive remains wrecked plane supposedly laden cuban gold
Hardcover Fiction,the three weissmanns of westport,Cathleen Schine,two sisters — one logical one emotional — move mother exhusband kicks family apartment tribute austen’s “sense sensibility”,9780374299040,3,,the three weissmanns of westport Cathleen Schine two sisters — one logical one emotional — move mother exhusband kicks family apartment tribute austen’s “sense sensibility”
Hardcover Fiction,big girl,Danielle Steel,young woman weight problem worries sister’s engagement man much like narcissistic father,9780385343183,0,,big girl Danielle Steel young woman weight problem worries sister’s engagement man much like narcissistic father
Hardcover Fiction,backlash,Aaron Allston,second novel “star wars fate jedi” series pure darkside energy looms,9780345509086,0,,backlash Aaron Allston second novel “star wars fate jedi” series pure darkside energy looms
Hardcover Fiction,the postmistress,Sarah Blake,tale two worlds two women delivering news 1940 iris james spinster runs post office coastal massachusetts town frankie bard reporter london edward r murrow,9780399156199,0,,the postmistress Sarah Blake tale two worlds two women delivering news 1940 iris james spinster runs post office coastal massachusetts town frankie bard reporter london edward r murrow
Hardcover Fiction,her mother's hope,Francine Rivers,first twobook narrative explores complicated relationships mothers daughters several generations,9781414318639,0,,her mother's hope Francine Rivers first twobook narrative explores complicated relationships mothers daughters several generations
Hardcover Fiction,61 hours,Lee Child,jack reacher helps police small south dakota town protect witness drug trial,9780385340588,1,,61 hours Lee Child jack reacher helps police small south dakota town protect witness drug trial
Hardcover Fiction,storm prey,John Sandford,lucas davenport’s wife witness botched robbery murder 20th novel “prey” series,9780399156496,1,,storm prey John Sandford lucas davenport’s wife witness botched robbery murder 20th novel “prey” series
Hardcover Fiction,dead in the family,Charlaine Harris,sookie stackhouse exhausted aftermath fae war,9780441018642,3,,dead in the family Charlaine Harris sookie stackhouse exhausted aftermath fae war
Hardcover Fiction,innocent,Scott Turow,rusty sabich’s wife found dead tommy molto accuses murder second time turow revisits characters “presumed innocent”,9780446562423,3,,innocent Scott Turow rusty sabich’s wife found dead tommy molto accuses murder second time turow revisits characters “presumed innocent”
Hardcover Fiction,heart of the matter,Emily Giffin,lives two women — one married pediatric plastic surgeon lawyer single mother — converge accident involving lawyer’s son,9780312554163,2,,heart of the matter Emily Giffin lives two women — one married pediatric plastic surgeon lawyer single mother — converge accident involving lawyer’s son
Hardcover Fiction,the 9th judgment,James Patterson and Maxine Paetro,detective lindsay boxer pursues killer who’s preying women children,9780316036276,4,,the 9th judgment James Patterson and Maxine Paetro detective lindsay boxer pursues killer who’s preying women children
Hardcover Fiction,fever dream,Lincoln Child and Douglas Preston,fbi agent aloysius pendergast long thought wife killed accident learns actually murdered,9780446554961,2,,fever dream Lincoln Child and Douglas Preston fbi agent aloysius pendergast long thought wife killed accident learns actually murdered
Hardcover Fiction,deliver us from evil,David Baldacci,two agents tracking man human trafficker dealing nuclear arms,9780446564083,5,,deliver us from evil David Baldacci two agents tracking man human trafficker dealing nuclear arms
Hardcover Fiction,a secret affair,Mary Balogh,young widow elderly duke falls love constantine huxtable final entry huxtable family series,9780385343305,1,,a secret affair Mary Balogh young widow elderly duke falls love constantine huxtable final entry huxtable family series
Hardcover Fiction,supreme justice,Phillip Margolin,attacks two justices seem related pending deathrow appeal could expose criminal plot within cia,9780061926518,1,,supreme justice Phillip Margolin attacks two justices seem related pending deathrow appeal could expose criminal plot within cia
Hardcover Fiction,lover mine,J R Ward,book 8 black dagger brotherhood series,9780451229854,4,,lover mine J R Ward book 8 black dagger brotherhood series
Hardcover Fiction,the shadow of your smile,Mary Higgins Clark,elderly woman must decide whether reveal family secret,9781439172261,6,,the shadow of your smile Mary Higgins Clark elderly woman must decide whether reveal family secret
Hardcover Fiction,the imperfectionists,Tom Rachman,goingson among staff englishlanguage newspaper rome,9780385343664,3,,the imperfectionists Tom Rachman goingson among staff englishlanguage newspaper rome
Hardcover Fiction,hannah's list,Debbie Macomber,anniversary wife’s death dr michael everett receives letter written asks remarry — she’s chosen three women consider,9780778327806,0,,hannah's list Debbie Macomber anniversary wife’s death dr michael everett receives letter written asks remarry — she’s chosen three women consider
Hardcover Fiction,the double comfort safari club,Alexander McCall Smith,botswanan detective precious ramotswe assistant grace makutsi travel okavango delta deal issues great fortune mistaken identity,9780375424502,0,,the double comfort safari club Alexander McCall Smith botswanan detective precious ramotswe assistant grace makutsi travel okavango delta deal issues great fortune mistaken identity
Hardcover Fiction,this body of death,Elizabeth George,detective thomas lynley grieving murder wife called back scotland yard woman’s body found london cemetery,9780061160882,0,,this body of death Elizabeth George detective thomas lynley grieving murder wife called back scotland yard woman’s body found london cemetery
Hardcover Fiction,blue-eyed devil,Robert B Parker,virgil cole everett hitch take politically ambitious crooked new chief police appaloosa parker died earlier year,9780399156489,0,,blue-eyed devil Robert B Parker virgil cole everett hitch take politically ambitious crooked new chief police appaloosa parker died earlier year
Hardcover Fiction,tell-all,Chuck Palahniuk,muchmarried star seduced bounder written memoir death sendup celebrity culture,9780385526357,0,,tell-all Chuck Palahniuk muchmarried star seduced bounder written memoir death sendup celebrity culture
